fecha,granja,total_muertos,causa_muerte,muerto_por_esta_causa,lote,flujo
2015-09-22,18 de Marzo A,1,Neumonia,1,15290101,Tejas
2015-09-22,18 de Marzo A,1,Descriado,1,15290101,Tejas
2015-09-23,18 de Marzo A,1,Edema,1,15290101,Tejas
2015-09-23,18 de Marzo A,2,Neumonia,2,15290101,Tejas
2015-09-24,18 de Marzo A,1,Neumonia,1,15290101,Tejas
2015-09-24,18 de Marzo A,1,Poliserositis,1,15290101,Tejas
2015-09-25,18 de Marzo A,1,Edema,1,15290101,Tejas
2015-09-25,18 de Marzo A,1,Neumonia,1,15290101,Tejas
2015-09-28,18 de Marzo A,1,Neumonia,1,15290101,Tejas
2015-09-29,18 de Marzo A,1,Neumonia,1,15290101,Tejas
2015-10-02,18 de Marzo A,1,Poliserositis,1,15290101,Tejas
2015-10-02,18 de Marzo A,1,Neumonia,1,15290101,Tejas
2015-10-03,18 de Marzo A,1,Neumonia,1,15290101,Tejas
